book_id,title,description
110737,Seabiscuit: An American Legend,Follow the unforgettable journey of a young soul discovering their destiny amidst chaos and magic.
21686,Shutter Island,"A classic journey of transformation, courage, and finding light in the darkest places."
188572,The Complete Sherlock Holmes,"A gripping tale of love, loss, and the power of resilience set in a world where nothing is as it seems."
13006,Julius Caesar,"An epic saga where love battles fate, and secrets have the power to change everything."
9938498,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin","An epic saga where love battles fate, and secrets have the power to change everything."
30289,The Republic,"A lyrical exploration of identity, heritage, and the longing for something more."
47021,The Taming of the Shrew,"A classic journey of transformation, courage, and finding light in the darkest places."
13206828,"Cress (The Lunar Chronicles, #3)",Follow the unforgettable journey of a young soul discovering their destiny amidst chaos and magic.
341879,Just Kids,Follow the unforgettable journey of a young soul discovering their destiny amidst chaos and magic.
567616,The Art Book,"A gripping tale of love, loss, and the power of resilience set in a world where nothing is as it seems."
227941,Jemima J,"A gripping tale of love, loss, and the power of resilience set in a world where nothing is as it seems."
30597,The Hunchback of Notre-Dame,"A twisted tale of ambition, morality, and the razor-sharp line between hero and villain."
5211,A Fine Balance,"A classic journey of transformation, courage, and finding light in the darkest places."
77727,Calvin and Hobbes,"A powerful narrative that blends fantasy and reality, questioning what it truly means to be free."
24765,"Specials (Uglies, #3)","A classic journey of transformation, courage, and finding light in the darkest places."
58345,The Awakening,"A heartwarming narrative filled with wit, charm, and the complexities of human relationships."
4134071,"Hunted (House of Night, #5)","A dark and thrilling story that explores human desires, betrayal, and redemption."
10929,For One More Day,"A lyrical exploration of identity, heritage, and the longing for something more."
32669,"Clear and Present Danger (Jack Ryan Universe, #6)","A dark and thrilling story that explores human desires, betrayal, and redemption."
30120,Falling Up,"Dive into a story woven with suspense, mystery, and a touch of forbidden romance."
7821447,Sh*t My Dad Says,"A lyrical exploration of identity, heritage, and the longing for something more."
23955,Trainspotting,"A gripping tale of love, loss, and the power of resilience set in a world where nothing is as it seems."
29581,Foundation and Empire (Foundation #2),"A twisted tale of ambition, morality, and the razor-sharp line between hero and villain."
6596,The Four Agreements: A Practical Guide to Personal Freedom,"Dive into a story woven with suspense, mystery, and a touch of forbidden romance."
6614960,House Rules,"A heartwarming narrative filled with wit, charm, and the complexities of human relationships."
22917,The Complete Grimm's Fairy Tales,"A twisted tale of ambition, morality, and the razor-sharp line between hero and villain."
3980,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,"A dark and thrilling story that explores human desires, betrayal, and redemption."
16130549,"Doctor Sleep (The Shining, #2)","A twisted tale of ambition, morality, and the razor-sharp line between hero and villain."
4271,About a Boy,"An epic saga where love battles fate, and secrets have the power to change everything."
15760001,"On Dublin Street (On Dublin Street, #1)","A dark and thrilling story that explores human desires, betrayal, and redemption."
3206011,Crazy Love: Overwhelmed by a Relentless God,"Dive into a story woven with suspense, mystery, and a touch of forbidden romance."
7770,"One Fish, Two Fish, Red Fish, Blue Fish","An epic saga where love battles fate, and secrets have the power to change everything."
32423,Watchers,"A dark and thrilling story that explores human desires, betrayal, and redemption."
821611,The Story of My Life,"A gripping tale of love, loss, and the power of resilience set in a world where nothing is as it seems."
6224935,This is Where I Leave You,"A powerful narrative that blends fantasy and reality, questioning what it truly means to be free."
7108001,Abraham Lincoln: Vampire Hunter,"A gripping tale of love, loss, and the power of resilience set in a world where nothing is as it seems."
271199,"Fruits Basket, Vol. 1","A heartwarming narrative filled with wit, charm, and the complexities of human relationships."
12985,The Tempest,"A powerful narrative that blends fantasy and reality, questioning what it truly means to be free."
6917952,"Burned (House of Night, #7)","A lyrical exploration of identity, heritage, and the longing for something more."
5096,"Wizard and Glass (The Dark Tower, #4)","A gripping tale of love, loss, and the power of resilience set in a world where nothing is as it seems."
18302455,The Circle,"A lyrical exploration of identity, heritage, and the longing for something more."
9673436,The Invention of Hugo Cabret,"A classic journey of transformation, courage, and finding light in the darkest places."
5479,Brave New World / Brave New World Revisited,"A dark and thrilling story that explores human desires, betrayal, and redemption."
1087204,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)","A lyrical exploration of identity, heritage, and the longing for something more."
18812405,The Good Girl,"An epic saga where love battles fate, and secrets have the power to change everything."
16070903,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)","Dive into a story woven with suspense, mystery, and a touch of forbidden romance."
18081809,Landline,"A powerful narrative that blends fantasy and reality, questioning what it truly means to be free."
6262365,"Tempted (House of Night, #6)","An epic saga where love battles fate, and secrets have the power to change everything."
12497,No Country for Old Men,Follow the unforgettable journey of a young soul discovering their destiny amidst chaos and magic.
6101138,"Wolf Hall (Thomas Cromwell, #1)","A classic journey of transformation, courage, and finding light in the darkest places."
6294,"Howl's Moving Castle (Howl's Moving Castle, #1)","Dive into a story woven with suspense, mystery, and a touch of forbidden romance."
11570,Dreamcatcher,"A heartwarming narrative filled with wit, charm, and the complexities of human relationships."
16902,Walden,"A heartwarming narrative filled with wit, charm, and the complexities of human relationships."
28921,The Remains of the Day,"A classic journey of transformation, courage, and finding light in the darkest places."
10766509,The Best of Me,"A classic journey of transformation, courage, and finding light in the darkest places."
10746542,The Sense of an Ending,"Dive into a story woven with suspense, mystery, and a touch of forbidden romance."
64863,"A is for Alibi (Kinsey Millhone, #1)","A dark and thrilling story that explores human desires, betrayal, and redemption."
1554,"Oedipus Rex  (The Theban Plays, #1)","Dive into a story woven with suspense, mystery, and a touch of forbidden romance."
5960325,Shanghai Girls (Shanghai Girls #1),"A gripping tale of love, loss, and the power of resilience set in a world where nothing is as it seems."
5659,The Wind in the Willows,"An epic saga where love battles fate, and secrets have the power to change everything."
15749186,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)","A classic journey of transformation, courage, and finding light in the darkest places."
9516,"Persepolis: The Story of a Childhood (Persepolis, #1)","A lyrical exploration of identity, heritage, and the longing for something more."
3087,A Room with a View,"A dark and thrilling story that explores human desires, betrayal, and redemption."
6931356,The DUFF: Designated Ugly Fat Friend,"A heartwarming narrative filled with wit, charm, and the complexities of human relationships."
